start_ms,end_ms,label_id,label,n,dropped,clipped,mean_ax,mean_ay,mean_az,mean_lax,mean_lay,mean_laz,mean_gx,mean_gy,mean_gz,rms_ax,rms_ay,rms_az,rms_gx,rms_gy,rms_gz
324043,325707,0,idle,64,0,0,-181,25,981,-1,-1,0,4,-2,-32,181,25,981,9,13,32
325707,327350,0,idle,64,0,0,-178,24,981,0,0,0,6,3,-34,178,24,981,8,10,34
327350,329020,0,idle,64,0,0,-168,22,983,8,-1,1,0,-23,-27,168,22,983,6,27,28
329020,330690,0,idle,64,0,0,-169,18,983,-2,-1,0,8,15,-43,170,18,983,18,25,48
330690,332349,0,idle,64,0,0,-177,22,982,-3,1,0,8,10,-32,177,22,982,9,23,32
332349,334009,0,idle,64,0,0,-188,28,979,-5,4,0,12,-3,-31,188,29,979,13,17,32
334009,335669,0,idle,64,0,0,-191,33,979,-4,3,-1,10,7,-33,191,33,979,14,14,34
335669,337322,0,idle,64,0,0,-179,27,981,6,-2,1,2,-10,-31,179,27,981,6,19,32
337322,338983,0,idle,64,0,0,-184,25,980,-1,-2,0,2,-4,-30,184,25,980,8,18,31
338983,340643,0,idle,64,0,0,-186,22,980,-2,0,0,10,11,-34,186,23,980,14,15,35
340643,342309,0,idle,64,0,0,-187,26,980,1,0,0,2,-12,-31,187,26,980,6,18,31
342309,343976,0,idle,64,0,0,-180,21,981,1,-1,0,8,8,-34,180,22,981,12,17,35
343976,345634,0,idle,64,0,0,-185,23,980,0,0,0,5,-2,-30,185,23,980,10,20,31
345634,347300,0,idle,64,0,0,-190,26,979,-3,1,0,8,-2,-34,190,26,979,10,15,34
347300,348966,0,idle,64,0,0,-185,30,980,0,4,0,19,2,-36,185,31,980,26,11,37
348966,350637,0,idle,64,0,0,-172,45,982,9,7,1,10,-19,-47,172,45,982,15,23,55
350637,352292,0,idle,64,0,0,-164,38,983,5,-2,1,3,-2,-18,164,39,983,11,12,24
352292,353963,0,idle,64,0,0,-186,44,979,-11,4,-2,15,15,-33,186,45,979,17,22,34
353963,355615,0,idle,64,0,0,-177,48,981,3,1,0,8,-9,-33,177,48,981,12,16,34
355615,357268,0,idle,64,0,0,-180,52,980,-1,2,0,5,-1,-30,180,52,980,8,13,30
357268,358931,0,idle,64,0,0,-165,44,983,8,-3,1,0,-11,-33,165,44,983,9,14,34
358931,360582,0,idle,64,0,0,-164,42,983,2,-1,0,4,0,-29,164,42,983,9,12,31
360582,362245,0,idle,64,0,0,-169,37,983,-1,-3,0,-3,-4,-29,169,37,983,7,15,31
362245,363909,0,idle,64,0,0,-166,28,983,0,-5,0,2,6,-33,166,28,983,6,14,34
363909,365573,0,idle,64,0,0,-167,27,983,1,-2,0,3,-6,-29,167,27,983,6,15,30
365573,367242,0,idle,64,0,0,-180,27,981,-8,0,-1,4,6,-33,180,28,981,7,22,33
367242,368907,0,idle,64,0,0,-168,26,983,3,0,0,6,0,-33,168,26,983,9,16,33
368907,370559,0,idle,64,0,0,-172,25,983,0,-1,0,2,-3,-31,172,25,983,5,13,32
370559,372215,0,idle,64,0,0,-175,23,982,-2,0,0,4,0,-33,175,23,982,6,11,33
372215,373872,0,idle,64,0,0,-168,20,983,2,-2,0,5,2,-31,168,20,983,7,16,32
373872,375532,0,idle,64,0,0,-179,22,982,-4,0,0,5,-4,-29,179,22,982,6,14,29
375532,377164,0,idle,64,0,0,-166,22,984,5,0,0,7,-2,-33,166,22,984,8,8,33
377164,378815,0,idle,64,0,0,-167,23,983,1,0,0,6,2,-31,167,23,983,8,16,32
378815,380485,0,idle,64,0,0,-182,32,981,-6,5,-1,14,-2,-37,182,32,981,17,26,38
380485,382141,0,idle,64,0,0,-163,31,984,7,0,1,10,-5,-34,163,31,984,14,15,36
382141,383793,0,idle,64,0,0,-157,34,985,6,1,0,4,-7,-28,157,34,985,6,17,28
383793,385459,0,idle,64,0,0,-169,36,983,-5,1,0,7,5,-35,169,36,983,10,16,36
385459,387113,0,idle,64,0,0,-164,34,984,1,-1,0,2,-7,-32,164,34,984,8,17,33
387113,388780,0,idle,64,0,0,-165,29,984,-2,-2,0,6,13,-32,165,29,984,11,24,33
388780,390452,0,idle,64,0,0,-169,31,983,0,0,0,3,-15,-32,169,31,983,7,20,32
390452,392093,0,idle,64,0,0,-161,32,984,2,1,0,7,2,-35,161,32,984,12,13,36
392093,393760,0,idle,64,0,0,-155,27,985,4,-2,0,2,-7,-27,155,27,985,8,16,28
393760,395428,0,idle,64,0,0,-170,33,983,-7,2,-1,8,11,-32,170,33,983,15,17,34
395428,397082,0,idle,64,0,0,-162,30,984,2,-1,0,1,-3,-30,162,30,984,7,18,32
397082,398747,0,idle,64,0,0,-165,24,984,0,-3,0,1,-6,-31,165,24,984,12,15,32
398747,400392,0,idle,64,0,0,-164,20,984,0,-2,0,5,2,-33,164,21,984,10,7,35
400392,402050,0,idle,64,0,0,-158,21,985,3,0,0,1,-4,-31,159,21,985,6,21,31
402050,403718,0,idle,64,0,0,-172,22,983,-7,0,-1,8,3,-35,172,22,983,10,20,36
403718,405377,0,idle,64,0,0,-159,21,985,4,0,0,5,-2,-32,159,21,985,10,18,33
405377,407028,0,idle,64,0,0,-157,21,985,3,-1,0,0,-6,-7,157,23,985,34,23,18
407028,408691,0,idle,64,0,0,-162,17,984,-3,-2,0,2,5,-40,162,17,984,24,22,47
408691,410351,0,idle,64,0,0,-156,11,985,3,-3,0,4,-12,-41,156,12,985,20,19,46
410351,412008,0,idle,64,0,0,-145,15,987,6,1,1,6,-10,-41,145,16,987,12,21,42
412008,413675,0,idle,64,0,0,-134,16,989,8,2,1,11,-3,-27,134,18,989,51,32,49
413675,415344,0,idle,64,0,0,-161,12,984,-14,-4,-2,-5,20,-36,161,14,984,16,32,42
415344,417016,0,idle,64,0,0,-162,1,984,-3,-7,0,-6,4,-42,162,8,984,18,11,44
417016,418673,0,idle,64,0,0,-161,-5,985,1,-3,0,7,-8,-34,161,6,985,12,18,35
418673,420326,0,idle,64,0,0,-161,-3,985,-1,0,0,3,4,-35,161,3,985,7,12,35
420326,421993,0,idle,64,0,0,-152,-6,986,5,-2,0,1,-3,-35,152,7,986,10,19,36
421993,423645,0,idle,64,0,0,-155,-1,986,1,3,0,14,-6,-37,155,5,986,19,18,44
423645,425287,0,idle,64,0,0,-150,3,986,1,2,0,10,0,-22,150,5,986,21,13,28
425287,426931,0,idle,64,0,0,-146,12,987,3,5,0,10,-3,-32,146,13,987,18,8,35
426931,428570,0,idle,64,0,0,-141,14,988,3,2,0,8,-5,-29,141,14,988,11,10,30
428570,430219,0,idle,64,0,0,-142,15,987,-1,0,0,5,6,-39,143,15,987,9,13,39
430219,431872,0,idle,64,0,0,-139,16,988,3,0,0,4,-10,-30,139,16,988,10,15,30
431872,433522,0,idle,64,0,0,-134,14,989,2,0,0,5,-1,-31,134,14,989,10,12,32
433522,435191,0,idle,64,0,0,-147,21,987,-7,2,-1,5,16,-35,147,22,987,26,20,38
435191,436863,0,idle,64,0,0,-163,11,984,-9,-3,-1,3,2,-33,163,12,984,12,16,35
436863,438521,0,idle,64,0,0,-154,9,986,2,-2,0,3,-4,-34,154,9,986,11,9,35
438521,440172,0,idle,64,0,0,-143,12,987,6,1,0,4,-6,-33,143,12,987,12,15,35
440172,441833,0,idle,64,0,0,-150,11,986,-1,0,0,5,-4,-28,150,11,986,14,25,33
441833,443483,0,idle,64,0,0,-138,8,988,4,-1,0,5,4,-37,138,9,988,14,19,38
443483,445139,0,idle,64,0,0,-146,13,987,-1,1,0,5,-4,-29,146,13,987,12,15,32
445139,446798,0,idle,64,0,0,-146,6,987,0,-3,0,0,0,-29,146,7,987,9,15,30
446798,448458,0,idle,64,0,0,-127,3,990,10,-3,1,1,-14,-29,128,5,990,18,20,31
448458,450114,0,idle,64,0,0,-141,5,988,-7,1,-1,5,17,-38,142,6,988,12,22,39
450114,451762,0,idle,64,0,0,-137,8,988,2,1,0,7,-4,-25,137,9,988,11,22,26
451762,453431,0,idle,64,0,0,-146,10,987,-3,1,0,7,-5,-33,146,10,987,16,19,36
453431,455092,0,idle,64,0,0,-138,10,988,0,0,0,3,9,-33,139,11,988,11,20,35
455092,456727,0,idle,64,0,0,-143,9,987,0,0,0,4,-3,-25,143,9,987,5,13,28
456727,458374,0,idle,64,0,0,-143,9,987,0,0,0,3,-1,-33,143,10,987,18,7,38
